,reviews_username,product
60759,anneefreez,Starbucks174 Colombian Ground Coffee 12oz
60760,Rusty,Starbucks174 Colombian Ground Coffee 12oz
60761,Lolli,Starbucks174 Colombian Ground Coffee 12oz
60762,Breezy,Starbucks174 Colombian Ground Coffee 12oz
60763,Coffee,Starbucks174 Colombian Ground Coffee 12oz
60766,doitalready,Starbucks174 Colombian Ground Coffee 12oz
60773,John,"Lundberg Long Grain Brown Organic Rice, 16oz"
60774,Lynn M,Ortega Thick & Chunky Mild Salsa
60775,NevadaBill,Ortega Thick & Chunky Mild Salsa
60894,QualityForCheapHunter,"Aveeno Positively Nourishing Purifying Body Wash, 16oz"
60896,BobTech,"Aveeno Positively Nourishing Purifying Body Wash, 16oz"
60909,Michelle E,"2x Ultra Era With Oxi Booster, 100fl Oz"
60924,Teresa B,"Maple Grove Farms Of Vermont Fat Free Dressing, Cranberry Balsamic"
60926,Ruth,5ct Lumabase Metallic Silver Round Paper Lanterns 10
60940,Haley,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60941,Cvacat,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60946,Terri,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60947,crabapple,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60948,Judy,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60949,Mich,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60950,Chris,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60952,Kimberly,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60953,Gena,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60954,Tracer,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60955,cannonball250,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60956,Bradgey,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60957,4MyTwins,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60958,Rosebud,L'oreal Paris Advanced Hairstyle Lock It Weather Control Hairspray
60995,Jessica K,"bareMinerals Original Foundation Broad Spectrum Spf 15, Medium"
60997,BestOfficeAdministrator,Body Fantasies Signature Fresh White Musk 7oz Fragrance Moisturizing Lotion
61004,JJ,Imagine Foods Organic Low Sodium Free Range Chicken Broth
61116,Jairo,Oralbalance Mouth Moisturizing Gel
61119,Ldylwyr,Oralbalance Mouth Moisturizing Gel
61121,Balsam1951,Oralbalance Mouth Moisturizing Gel
61122,daiseymay75,Oralbalance Mouth Moisturizing Gel
61123,guuu,Oralbalance Mouth Moisturizing Gel
61126,BLGO,Oralbalance Mouth Moisturizing Gel
61128,toooldfornickname,Oralbalance Mouth Moisturizing Gel
61130,MissyMooMoo42,Oralbalance Mouth Moisturizing Gel
61134,Thunder1591,Oralbalance Mouth Moisturizing Gel
61137,Brownie535,Oralbalance Mouth Moisturizing Gel
61140,lovethisproduct7,Oralbalance Mouth Moisturizing Gel
61141,GRANDMAJAN,Oralbalance Mouth Moisturizing Gel
61142,foxysnameississy,Oralbalance Mouth Moisturizing Gel
61143,nychip44,Oralbalance Mouth Moisturizing Gel
61144,Sandy,Oralbalance Mouth Moisturizing Gel
61145,James,Oralbalance Mouth Moisturizing Gel
61146,Panda,Oralbalance Mouth Moisturizing Gel
61147,Happy,Oralbalance Mouth Moisturizing Gel
61148,CSch,Oralbalance Mouth Moisturizing Gel
61149,Marie,Oralbalance Mouth Moisturizing Gel
61150,CINDY,Oralbalance Mouth Moisturizing Gel
61151,Msgilbert,Oralbalance Mouth Moisturizing Gel
61152,cotontop,Oralbalance Mouth Moisturizing Gel
61153,frugal,Oralbalance Mouth Moisturizing Gel
61154,grandmamma,Oralbalance Mouth Moisturizing Gel
61155,Tweety,Oralbalance Mouth Moisturizing Gel
61156,MarneMomma,Oralbalance Mouth Moisturizing Gel
61159,Buster40,Oralbalance Mouth Moisturizing Gel
61160,ChinaShop,Oralbalance Mouth Moisturizing Gel
61161,Slimrobin124,Oralbalance Mouth Moisturizing Gel
61162,Sammie,Oralbalance Mouth Moisturizing Gel
61163,Sheila,Oralbalance Mouth Moisturizing Gel
61164,Exerciser,Oralbalance Mouth Moisturizing Gel
61165,Harold G,Oralbalance Mouth Moisturizing Gel
61166,Radar88,Oralbalance Mouth Moisturizing Gel
61168,workinghardwife,Oralbalance Mouth Moisturizing Gel
61169,Mocitygranny,Oralbalance Mouth Moisturizing Gel
61170,SleepingWell,Oralbalance Mouth Moisturizing Gel
61171,squealer,Oralbalance Mouth Moisturizing Gel
61172,SuperStork,Oralbalance Mouth Moisturizing Gel
61173,Tink,Oralbalance Mouth Moisturizing Gel
61180,teachlilfolks,Oralbalance Mouth Moisturizing Gel
61183,Nina,Oralbalance Mouth Moisturizing Gel
61184,WMaryville,Oralbalance Mouth Moisturizing Gel
61186,Lucky,Oralbalance Mouth Moisturizing Gel
61187,Nana,Oralbalance Mouth Moisturizing Gel
61188,Nicki,Oralbalance Mouth Moisturizing Gel
61197,Sandy,"Tillamook Yogurt, Key Lime Lowfat Yogurt"
61222,antoaria,Mask/son Of The Mask (dvd)
61225,xxbigkisses,Mask/son Of The Mask (dvd)
61226,shosein19,Mask/son Of The Mask (dvd)
61347,Drgunfly,"Lundberg Black Japonica Rice, 1lb"
61348,Donald11122,"Lundberg Black Japonica Rice, 1lb"
61349,Dorothy M,"Lundberg Black Japonica Rice, 1lb"
61350,ez2c,"Lundberg Black Japonica Rice, 1lb"
61356,Susan C,Season Seafood Sardine Fillets In Sweet & Tangy Sauce
61380,UnicornArtist2,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61381,An anonymous customer,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61385,labrat,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61386,Bigf,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61387,doggybreath,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61390,mimi,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61392,claudio,"Aveeno Anti-Itch Concentrated Lotion, 4oz"
61399,astroboy76,Roger Corman Sci Fi Classics (dvd)
61413,SummerBreeze,"Just For Men Autostop Foolproof Hair, Medium-dark Brown A-40, Color"
61414,tiger36,"Just For Men Autostop Foolproof Hair, Medium-dark Brown A-40, Color"
61417,JimL,"Just For Men Autostop Foolproof Hair, Medium-dark Brown A-40, Color"
61418,woody,"Just For Men Autostop Foolproof Hair, Medium-dark Brown A-40, Color"
61419,satisfaction,"Just For Men Autostop Foolproof Hair, Medium-dark Brown A-40, Color"
61425,KSbabyboomer,"Wheat Thins Crackers, Big"
61427,Ctcobos,"Wheat Thins Crackers, Big"
61428,Moocows1,"Wheat Thins Crackers, Big"
61440,emeraldberry,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61441,Britt,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61456,Pretylady,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61457,Lulu,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61459,Rubyo,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61460,Dcking,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61463,mames,"Summer's Eve Feminine Cleansing Cloths, Simply Sensitive, 32 Ea"
61797,Gapeach,"Africa's Best No-Lye Dual Conditioning Relaxer System, Regular"
61798,Frances,"Africa's Best No-Lye Dual Conditioning Relaxer System, Regular"
61811,Cosmaddict,"Milani Baked Powder Blush, Dolce Pink 01"
61812,FloB,"Milani Baked Powder Blush, Dolce Pink 01"
61813,celine666,"Milani Baked Powder Blush, Dolce Pink 01"
61868,daisyemmy,Sanford Glass Beverage Dispenser - Clear
61885,anewk,Guarding Tess (dvd)
61886,numberoneoldlady,Guarding Tess (dvd)
61897,MomsHelper,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61898,Rbnb,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61899,Alice,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61900,YoMoma,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61901,kellik,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61902,grandmaof9,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61903,TrishaD,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61904,Chope,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61905,CJmoss,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61906,grammy,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61907,superstar55,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61909,Steve,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61913,Megan,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61917,Marti,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61921,Katie,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61922,Debb,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61923,1Rebel,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61924,Klyons,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61925,Bunky,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61926,Bassmaster,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61927,laffnvegas,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61929,Mattiehoot,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61930,charlevoix,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61934,Phyllis W,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61936,Marsha H,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61937,blupanther67,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61945,Lily,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61946,PeanutbutterLover,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61947,Voxel,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61948,haysal,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61949,MidwestMama,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61950,Nancythehomemaker,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61951,Helena412,Natural Valley153 Peanut Butter Biscuits - 6.75oz
61966,lat11698,Biore Blemish Fighting Ice Cleanser
61972,Shpk,Biore Blemish Fighting Ice Cleanser
61995,Laurel,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
61996,lllnnnttt,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
61997,Birdgirl,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
61998,Ruby,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
61999,JJJJS,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
62001,prissy1,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
62003,Cowgrlu,Idahoan Baby Reds with Roasted Garlic and Parmesan Flavored Mashed Potatoes
62027,Nica78,"Milani Color Statement Lipstick, 26 Nude Creme"
62028,Lindamg,"Milani Color Statement Lipstick, 26 Nude Creme"
62131,Phil,Lemi Shine Dishwasher Detergent Booster -24 Oz
62132,Carmi,Lemi Shine Dishwasher Detergent Booster -24 Oz
62133,Pocketlady,Lemi Shine Dishwasher Detergent Booster -24 Oz
62134,JustARegularMom,Lemi Shine Dishwasher Detergent Booster -24 Oz
62136,ILLINOISCUSTOMER,Lemi Shine Dishwasher Detergent Booster -24 Oz
62150,Barbara W,Lemi Shine Dishwasher Detergent Booster -24 Oz
62153,Deneeta S,Lemi Shine Dishwasher Detergent Booster -24 Oz
62155,Anon,Lemi Shine Dishwasher Detergent Booster -24 Oz
62164,Sandee1950,Lemi Shine Dishwasher Detergent Booster -24 Oz
62170,Sparky727,Lemi Shine Dishwasher Detergent Booster -24 Oz
62171,SueN1,Lemi Shine Dishwasher Detergent Booster -24 Oz
62174,JBVonEly,Lemi Shine Dishwasher Detergent Booster -24 Oz
62175,Dmt920,Lemi Shine Dishwasher Detergent Booster -24 Oz
62178,MissKekoSon,Lemi Shine Dishwasher Detergent Booster -24 Oz
62179,bluesdh,Lemi Shine Dishwasher Detergent Booster -24 Oz
62180,KCSwish,Lemi Shine Dishwasher Detergent Booster -24 Oz
62181,Dave,Lemi Shine Dishwasher Detergent Booster -24 Oz
62183,cccc,Lemi Shine Dishwasher Detergent Booster -24 Oz
62184,Katie,Lemi Shine Dishwasher Detergent Booster -24 Oz
62196,somedaynewkitchen,Lemi Shine Dishwasher Detergent Booster -24 Oz
62199,Victoria,Lemi Shine Dishwasher Detergent Booster -24 Oz
62536,misst,Suave Anti-Perspirant Deodorant Invisible Solid Powder
62538,JBANNIE,Suave Anti-Perspirant Deodorant Invisible Solid Powder
62571,Debbie,Suave Anti-Perspirant Deodorant Invisible Solid Powder
62577,Vickie,Suave Anti-Perspirant Deodorant Invisible Solid Powder
62584,Jennifer V,Suave Anti-Perspirant Deodorant Invisible Solid Powder
62605,jpotter1,Naruto:Movie:Ninja Clash In The Land (dvd)
62716,Becci,"Maybelline Great Lash Lots Of Lashes Washable Mascara, Very Black"
66329,Diana1129,Independence Day Resurgence (4k/uhd + Blu-Ray + Digital)
66330,Shely,Independence Day Resurgence (4k/uhd + Blu-Ray + Digital)
66331,Wendy,Independence Day Resurgence (4k/uhd + Blu-Ray + Digital)
66360,frica,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66361,Luke,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66374,Mamarascher,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66377,Lilmomma,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66378,ANPS,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66379,Justgimmeanicknamealready,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66398,Roesch,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66400,Ashash,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66402,poncieboy,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66403,Softme,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66404,Tosinleko,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66405,Mikke,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66406,Marsh,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66407,jones,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66409,Chin,Softsoap Body Butter Scrub Coconut and Jojoba Butter Body Wash
66447,Spenco71,Nivea Lip Care A Kiss Of Milk & Honey
66458,Seoulbunny,Nivea Lip Care A Kiss Of Milk & Honey
66480,Fraurisa,Nivea Lip Care A Kiss Of Milk & Honey
66482,Guest9,Nivea Lip Care A Kiss Of Milk & Honey
66488,BKWE,Nivea Lip Care A Kiss Of Milk & Honey
68108,Surfishin,"Attwood 3/8 Primer Bulb"""
68109,KaptainDan,"Attwood 3/8 Primer Bulb"""
68455,Robert H,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68456,DanielleMarie,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68457,Mommyof2handsomes,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68464,santleky,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68465,Bebo,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68466,Debbie,"Nutrigrain Cereal Bars, Mixed Berry, 8 Ct."
68828,Jenny34,Sony Wireless In-Ear Headphone - Black
68830,Mikie D,Sony Wireless In-Ear Headphone - Black
68837,Bill,"Karaoke Usa Professional Dvd/cdg/mp3g Karaoke Player With 7 Color Tft Display, Record, Bluetooth And Tote Wheels"
68838,KaraokeQueenforaDay,"Karaoke Usa Professional Dvd/cdg/mp3g Karaoke Player With 7 Color Tft Display, Record, Bluetooth And Tote Wheels"
70254,Joanna b,Skittles Original Candy Bag - 9oz
70255,TheHappyCook,Skittles Original Candy Bag - 9oz
70598,shanners32,Kiss174 Everlasting French Nails-String Of Pearls
70719,Lori,Kiss174 Everlasting French Nails-String Of Pearls
70766,HappenChance,Kiss174 Everlasting French Nails-String Of Pearls
70772,Mommyof4,Kiss174 Everlasting French Nails-String Of Pearls
70889,SFLA,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70891,homelite1,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70894,GPLCookie,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70897,Singwenow,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70898,DeezHaaz,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70900,Kajerwin,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70901,Petrina F,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70903,Great,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70930,MikeJay206,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70933,Naticris,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70934,EBYoungun,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70936,JVL1,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70938,EPsunshine,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70939,ReviewerNumberOne,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70940,granny4inzs,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70942,losojitos,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70943,Pamm,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70945,RitaDog,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70948,Lnyn,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70949,JACK,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70950,nenamona,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70951,YOu86,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70954,nonbrtty,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70956,Nyll,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70964,varion,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70965,Maggie90,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70966,Tony762,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70989,CurlyGirlie,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70994,Gman0916,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70995,Damara7,Opti-Free Puremoist Disinfecting Solution 10fl Oz
70997,Damara7,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71001,Thriftymom,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71002,Lisam,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71012,CookieLady,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71013,RiverCity,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71019,Susan C,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71020,redheeler,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71021,Momof4kiddos,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71025,KimiO,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71026,Margaret,Opti-Free Puremoist Disinfecting Solution 10fl Oz
71035,Jayme,Opti-Free Puremoist Disinfecting Solution 10fl Oz
